normal_data,bimodal_data
7.58586850122916,6.9774055181171
10.5548584842213,11.5872110855209
12.1688823533661,12.1915329331598
5.3086045947413,12.4328573892665
10.8582493776221,12.2208598421622
11.0121117843151,10.6294055987183
8.8505200797307,12.0233903988129
8.90673628843163,12.202259080075
8.87109600181343,11.0904945152799
8.21992434191179,9.30659863142658
9.04561460049291,8.65246234541046
8.00322711028059,8.71705313569126
8.44749221072402,8.92946271316641
10.1289176345525,7.6189459307946
11.9189881179415,7.73059656776594
9.77942901121845,12.3419679254317
8.97798098838672,7.94087258377908
8.17760916674038,11.7360504598972
8.32565663946212,11.0410693507122
14.8316703569787,8.30079148316003
10.2681764403041,7.7163536792178
9.01862820661811,12.2061345464596
9.11890425529355,12.2495651842559
10.9191788820117,11.3089156204541
8.61255950612505,11.867809020016
7.10359017922706,7.34595521615635
11.1495114418015,7.69656428875726
7.95268855407224,11.6459462361205
9.96972339927164,8.50200009724454
8.12810279766321,8.1510442137077
12.2045950924005,7.67572910077999
9.04881384226189,12.2506346505722
8.58111992497499,11.1701033595681
8.99748387881048,10.5273234705217
6.74181306184259,11.7097866064097
7.66476147581163,8.49806428619483
5.63992070210265,11.3698052760543
7.31801361579994,6.99679923933144
9.41141228247257,11.4670945361383
9.06820491918778,8.02781971667812
12.8989925305743,7.49817272324743
7.86271455265084,11.978132537948
8.28927073252499,12.1453406474628
9.43875399608509,11.707896042971
8.01131984740867,11.2731480779998
8.0629713642559,8.79439781294911
7.78536361471647,11.3585113686295
7.49602822872212,9.40395593798337
8.95234376202529,11.8558246504771
9.0063000854666,11.9979839959768
6.3879374863961,7.27365303752104
8.83584815062133,12.8055600025069
7.78222075114644,10.886681008026
7.97007598101598,11.9559014320741
9.67538095288636,9.09100671251916
11.126111637989,8.66031955062546
13.2956349456301,7.85821101131571
8.45329315211261,8.50453321821244
13.2118192577146,7.15931808104067
7.68438290461118,13.0859372651815
11.3131769286656,11.3484294826062
15.0979821414357,8.65871810048719
9.93047922039232,8.48389542591054
8.66073284067608,13.3068906613602
9.98479048857805,12.1978638117828
13.5541688962869,11.9003148581532
7.72278452649818,12.5919997794663
12.7356543588465,11.2962304991723
12.6591295815647,7.64335268997207
10.6729455944076,7.65823584565451
10.0137856768839,8.10605954029436
9.08906252367714,12.1421977836249
9.26695213425213,11.685134900623
11.2965731350063,8.54383483870294
14.1405417226619,8.54018238879066
9.69320317506606,8.35221962158261
7.21859810659702,12.1190169523521
8.55283644577969,11.1159456762135
10.5165235243357,12.1838877957859
9.3658817700776,8.32241639774793
9.64442008467141,8.54835859939731
9.66001184629092,7.68594766057563
7.25539622824661,11.9636869271065
9.65242565917193,12.0943237716732
11.7004645142438,7.62668302241886
11.3952174233365,7.64780901186616
11.0999947021822,7.09522188690729
9.19453604910476,10.8042049841354
9.61681245904305,8.01888375765407
7.61094424079497,11.3821399612275
9.89368236251335,8.33649894338117
10.5103920019917,12.1323643042649
13.4119280144802,10.6506156929643
12.0030265047269,11.6461590083485
